Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000129824	RPS4Y1	protein_coding	0	2.2882448652879672	0.775	0.112	0	760	147	ENSG00000129824
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000185883	ATP6V0C	protein_coding	0	2.8412920659264578	0.781	0.14	0	271	44	ENSG00000185883
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000170296	GABARAP	protein_coding	0	2.4011981837446115	0.872	0.314	0	365	68	ENSG00000170296
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197943	PLCG2	protein_coding	0	-5.613110674	0.139	0.668	0	21	342	ENSG00000197943
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000132692	BCAN	protein_coding	0	4.2682665476632575	0.824	0.326	0	1570	78	ENSG00000132692
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117122	MFAP2	protein_coding	0	2.7061352690699563	0.681	0.194	0	202	23	ENSG00000117122
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000243678	NME2	protein_coding	0	2.1808611486088574	0.809	0.345	0	447	93	ENSG00000243678
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000149925	ALDOA	protein_coding	0	2.496896754	0.88	0.421	0	846	153	ENSG00000149925
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000104833	TUBB4A	protein_coding	0	2.9092952490648436	0.764	0.339	0	272	51	ENSG00000104833
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000233016	SNHG7	lncRNA	0	2.3444782444526755	0.913	0.568	0	588	136	ENSG00000233016
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163463	KRTCAP2	protein_coding	0	1.7346358708102385	0.894	0.62	0	469	132	ENSG00000163463
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000132341	RAN	protein_coding	0	1.6818592867023365	0.955	0.732	0	865	318	ENSG00000132341
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163468	CCT3	protein_coding	0	1.4390846204718166	0.966	0.756	0	826	371	ENSG00000163468
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000135486	HNRNPA1	protein_coding	0	1.5053434439903937	0.989	0.82	0	1366	562	ENSG00000135486
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197111	PCBP2	protein_coding	0	1.1661742137633935	0.965	0.8	0	579	277	ENSG00000197111
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000110651	CD81	protein_coding	0	-1.763007585	0.795	0.944	0	230	763	ENSG00000110651
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143198	MGST3	protein_coding	0	1.3721431755103064	0.971	0.828	0	885	370	ENSG00000143198
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000135390	ATP5MC2	protein_coding	0	1.606864870998201	0.979	0.864	0	1808	600	ENSG00000135390
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000212907	MT-ND4L	protein_coding	0	1.6375537017905186	0.976	0.896	0	5258	1520	ENSG00000212907
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000171858	RPS21	protein_coding	0	1.2167005507121722	0.994	0.957	0	2998	1289	ENSG00000171858
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000196262	PPIA	protein_coding	0	1.030857620517708	0.991	0.96	0	2165	1059	ENSG00000196262
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197728	RPS26	protein_coding	0	1.2210255650912143	0.992	0.967	0	2568	919	ENSG00000197728
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000251562	MALAT1	lncRNA	0	-1.600226653	0.974	0.997	0	11370	34577	ENSG00000251562
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000096384	HSP90AB1	protein_coding	0	1.1250148006477003	0.999	0.991	0	4760	2242	ENSG00000096384
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000229117	RPL41	protein_coding	0	0.9696726629201846	1	0.997	0	8601	4408	ENSG00000229117
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000182768	NGRN	protein_coding	2.0809412074953345e-307	1.8747169447784666	0.768	0.263	4.7405921647951213e-303	169	48	ENSG00000182768
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163479	SSR2	protein_coding	1.456594111984901e-306	1.4032406145398184	0.958	0.791	3.318267046512803e-302	834	328	ENSG00000163479
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000142534	RPS11	protein_coding	1.0045656663823349e-303	-1.163716471	0.942	0.99	2.288501044585597e-299	898	1864	ENSG00000142534
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000122705	CLTA	protein_coding	8.865958660318612e-299	1.424192417648676	0.946	0.711	2.019754042407183e-294	658	314	ENSG00000122705
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000188846	RPL14	protein_coding	8.325038593176034e-298	0.9508426372227019	0.996	0.974	1.8965270419114323e-293	3577	2066	ENSG00000188846
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000144713	RPL32	protein_coding	1.2218245033943997e-297	1.0185734188681597	0.999	0.995	2.783438401182782e-293	6007	2722	ENSG00000144713
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000004779	NDUFAB1	protein_coding	1.9099741950636367e-291	1.3761075074061369	0.918	0.676	4.351112213774471e-287	429	192	ENSG00000004779
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000245532	NEAT1	lncRNA	2.0390408960582412e-290	-1.485405667	0.933	0.956	4.645139065310279e-286	1702	4408	ENSG00000245532
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000185686	PRAME	protein_coding	6.207092240651965e-289	1.2590373394075822	0.966	0.585	1.414037683342924e-284	480	239	ENSG00000185686
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000123892	RAB38	protein_coding	2.1804661585347594e-285	1.7234561330619744	0.868	0.454	4.9673199557580353e-281	290	99	ENSG00000123892
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000124702	KLHDC3	protein_coding	2.3997208401390227e-283	2.1023479373717446	0.762	0.372	5.466804045920708e-279	146	35	ENSG00000124702
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143252	SDHC	protein_coding	2.148570536048957e-282	1.3914759931083878	0.933	0.724	4.8946585381731286e-278	455	173	ENSG00000143252
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136003	ISCU	protein_coding	8.148251119727399e-280	1.7930043916132172	0.827	0.46	1.8562530875850987e-275	175	57	ENSG00000136003
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163584	RPL22L1	protein_coding	3.786390829102264e-279	1.8780255160881838	0.873	0.561	8.625776947777868e-275	404	115	ENSG00000163584
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000090661	CERS4	protein_coding	4.277065364878062e-279	2.634146058509029	0.698	0.258	9.743582607728714e-275	97	23	ENSG00000090661
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143612	C1orf43	protein_coding	5.782870720870224e-277	1.2913726036239428	0.932	0.723	1.3173957789214457e-272	482	208	ENSG00000143612
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000186468	RPS23	protein_coding	6.551353519094473e-277	0.977253177	0.998	0.954	1.4924638451849116e-272	5840	3233	ENSG00000186468
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000171863	RPS7	protein_coding	1.3711952578990634e-274	0.9515228973079095	0.999	0.952	3.1237199170198563e-270	5263	3090	ENSG00000171863
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000145741	BTF3	protein_coding	4.756201792804365e-274	1.024395161932273	0.982	0.851	1.0835103304187624e-269	1626	931	ENSG00000145741
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163931	TKT	protein_coding	7.359810607146611e-274	1.348102078148965	0.928	0.671	1.6766384544140695e-269	546	272	ENSG00000163931
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000124733	MEA1	protein_coding	1.0087220194045154e-270	1.5219836177721016	0.86	0.58	2.2979696324054265e-266	239	86	ENSG00000124733
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000106803	SEC61B	protein_coding	3.5381297112570024e-269	1.2827832915188697	0.927	0.719	8.060213295214578e-265	488	197	ENSG00000106803
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000243056	EIF4EBP3	protein_coding	4.775500200785611e-266	3.595705602825965	0.437	0.053	1.0879067007409701e-261	40	4	ENSG00000243056
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000106624	AEBP1	protein_coding	1.6948165669876207e-265	-2.166453401	0.524	0.887	3.8609616212544987e-261	172	554	ENSG00000106624
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000124562	SNRPC	protein_coding	3.2507827513572644e-265	1.342717054	0.892	0.673	7.405608185866984e-261	372	145	ENSG00000124562
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000156482	RPL30	protein_coding	7.574713416920171e-265	0.8742130751217241	0.999	0.993	1.725595463508584e-260	6484	3658	ENSG00000156482
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000089157	RPLP0	protein_coding	2.167556243039112e-264	1.0446556705268337	0.996	0.916	4.937909877267401e-260	4018	2246	ENSG00000089157
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000147684	NDUFB9	protein_coding	3.868676897118289e-263	1.0405669300312388	0.94	0.826	8.813232839325174e-259	604	294	ENSG00000147684
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136810	TXN	protein_coding	9.447109574436554e-261	1.2850428981687645	0.928	0.718	2.1521460321523915e-256	663	293	ENSG00000136810
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000242616	GNG10	protein_coding	2.3645758225472846e-259	2.446738353453846	0.524	0.096	5.386740181344969e-255	55	11	ENSG00000242616
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000035862	TIMP2	protein_coding	2.944920322625015e-258	-1.428687443	0.832	0.932	6.708822986972046e-254	203	507	ENSG00000035862
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000106153	CHCHD2	protein_coding	1.0645672449270256e-255	0.8745760707714973	0.972	0.87	2.425190640668257e-251	1030	618	ENSG00000106153
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164587	RPS14	protein_coding	6.3111258332807885e-254	0.9652965870209798	0.998	0.963	1.4377375760796963e-249	5685	3105	ENSG00000164587
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000075415	SLC25A3	protein_coding	2.571340159314251e-253	0.876942506	0.974	0.825	5.857770016933795e-249	820	510	ENSG00000075415
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000186230	ZNF749	protein_coding	5.861479179172602e-252	3.2998125794792084	0.486	0.092	1.3353035718073104e-247	62	8	ENSG00000186230
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000146066	HIGD2A	protein_coding	1.0076288458546824e-250	1.4077754964603602	0.888	0.619	2.295479273741552e-246	436	179	ENSG00000146066
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000239779	WBP1	protein_coding	2.3138699546009268e-250	2.5456751774349664	0.497	0.086	5.271227143576371e-246	48	8	ENSG00000239779
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000157110	RBPMS	protein_coding	7.300251425949196e-247	1.8571060831299884	0.766	0.378	1.6630702773454864e-242	140	37	ENSG00000157110
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000112667	DNPH1	protein_coding	3.3527643693677116e-245	1.8068014470441653	0.835	0.566	7.637932509856584e-241	370	109	ENSG00000112667
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000228253	MT-ATP8	protein_coding	9.646654145647818e-245	1.6064324895053113	0.961	0.814	2.1976042809200293e-240	2586	591	ENSG00000228253
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000005022	SLC25A5	protein_coding	1.1081434380873785e-244	1.7554983061554552	0.955	0.817	2.524461566306857e-240	1346	423	ENSG00000005022
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000125691	RPL23	protein_coding	5.64359742609373e-244	-1.268044749	0.941	0.984	1.2856679296384126e-239	770	1711	ENSG00000125691
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000087460	GNAS	protein_coding	9.311678820412143e-244	-1.206755467	0.927	0.947	2.1212935520780906e-239	393	889	ENSG00000087460
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000204427	ABHD16A	protein_coding	2.8519551702462226e-243	3.6255164054334608	0.396	0.043	6.497039073337919e-239	38	3	ENSG00000204427
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117984	CTSD	protein_coding	1.3172189605673276e-242	-1.966007264	0.511	0.796	3.000756514068429e-238	81	327	ENSG00000117984
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000215021	PHB2	protein_coding	2.171684818637344e-242	1.154963904770661	0.917	0.677	4.9473151853377334e-238	367	185	ENSG00000215021
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000204392	LSM2	protein_coding	5.336217795921862e-242	1.3495434822739583	0.871	0.635	1.2156437760889594e-237	302	115	ENSG00000204392
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000108518	PFN1	protein_coding	6.897243611665605e-241	1.237540185366706	0.959	0.772	1.5712610671735415e-236	819	432	ENSG00000108518
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164111	ANXA5	protein_coding	1.9534292964134208e-240	1.131494427359946	0.987	0.923	4.450107280159414e-236	1642	837	ENSG00000164111
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000165629	ATP5F1C	protein_coding	3.1442366418348616e-240	1.5909441975942338	0.889	0.65	7.162885493763998e-236	371	141	ENSG00000165629
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000233954	UQCRHL	protein_coding	5.410912303446076e-239	2.613680871683007	0.486	0.099	1.2326599318480506e-234	55	7	ENSG00000233954
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130303	BST2	protein_coding	1.9018868691277075e-238	-1.875301704	0.342	0.782	4.3326884765598305e-234	177	405	ENSG00000130303
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169228	RAB24	protein_coding	3.164944297961623e-238	2.9560014100408707	0.489	0.104	7.210059605186373e-234	56	8	ENSG00000169228
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000004059	ARF5	protein_coding	4.3064761288357834e-237	1.522662551308841	0.826	0.503	9.810583269100798e-233	201	85	ENSG00000004059
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000084234	APLP2	protein_coding	6.614283562227151e-237	-2.211844514	0.481	0.779	1.5067999383109674e-232	48	232	ENSG00000084234
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000135919	SERPINE2	protein_coding	1.367278324954652e-233	-1.472765414	0.884	0.976	3.1147967520791927e-229	1207	3309	ENSG00000135919
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136160	EDNRB	protein_coding	3.241579698778823e-232	1.1086654372826414	0.981	0.909	7.384642711788037e-228	1090	595	ENSG00000136160
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000084207	GSTP1	protein_coding	1.7414307480208087e-230	1.0951913886345963	0.975	0.829	3.9671533870662044e-226	2032	1132	ENSG00000084207
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000111775	COX6A1	protein_coding	4.167354844294615e-230	0.9988623491048514	0.94	0.842	9.493651070787563e-226	675	316	ENSG00000111775
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000265681	RPL17	protein_coding	1.027757106387455e-229	1.2770387427421175	0.87	0.538	2.341333464061261e-225	335	140	ENSG00000265681
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000154518	ATP5MC3	protein_coding	2.2976904286577763e-228	0.9706588103826974	0.948	0.849	5.23436856552528e-224	740	370	ENSG00000154518
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000104774	MAN2B1	protein_coding	8.170267814231611e-228	2.471691459161156	0.51	0.115	1.8612687107601034e-223	45	10	ENSG00000104774
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000149923	PPP4C	protein_coding	2.1610774366134076e-227	1.6042188796859413	0.801	0.475	4.923150508349004e-223	155	60	ENSG00000149923
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000189058	APOD	protein_coding	3.969692416083125e-226	-2.68961739	0.573	0.84	9.043356293078966e-222	233	1000	ENSG00000189058
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000111640	GAPDH	protein_coding	4.423528112550983e-226	1.0264647722871425	0.999	0.965	1.0077239393202395e-221	7454	3835	ENSG00000111640
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100632	ERH	protein_coding	5.372556176735878e-226	1.171740912	0.908	0.692	1.2239220226222005e-221	349	168	ENSG00000100632
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000129562	DAD1	protein_coding	1.0509836278527556e-225	1.0064012374062192	0.935	0.77	2.394245802611363e-221	453	242	ENSG00000129562
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169564	PCBP1	protein_coding	1.9889032122937488e-225	1.2221657847906613	0.938	0.803	4.530920407926389e-221	555	261	ENSG00000169564
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000008988	RPS20	protein_coding	2.906278452695528e-224	-1.420349906	0.909	0.948	6.620792943085682e-220	507	1479	ENSG00000008988
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000110955	ATP5F1B	protein_coding	1.3848338815818177e-223	0.9630652282344667	0.954	0.809	3.154790065631539e-219	636	377	ENSG00000110955
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130522	JUND	protein_coding	2.6501707609696986e-223	-2.053052512	0.445	0.762	6.03735401056507e-219	66	305	ENSG00000130522
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163563	MNDA	protein_coding	5.245875030360353e-222	7.008183279446122	0.272	0.003	1.195062790666392e-217	37	0	ENSG00000163563
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000105583	WDR83OS	protein_coding	1.2972067356971687e-220	1.1506422330080655	0.934	0.834	2.95516666459172e-216	525	211	ENSG00000105583
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000126709	IFI6	protein_coding	1.6008504865525978e-219	-3.240646435	0.41	0.757	3.646897493415473e-215	128	840	ENSG00000126709
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102898	NUTF2	protein_coding	1.6220657230419555e-219	1.4821055613223764	0.82	0.538	3.6952279236618787e-215	203	83	ENSG00000102898
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000168754	FAM178B	protein_coding	8.293542779473542e-218	2.7248357485744155	0.512	0.134	1.8893519805918675e-213	57	11	ENSG00000168754
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000211450	SELENOH	protein_coding	2.00340139346227e-217	1.5018996115652348	0.894	0.659	4.563948714446398e-213	584	210	ENSG00000211450
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000140264	SERF2	protein_coding	1.6027174491867132e-215	0.7657772894711155	0.989	0.967	3.6511506209922512e-211	1805	955	ENSG00000140264
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000152558	TMEM123	protein_coding	1.8345310506637508e-215	-2.593834799	0.23	0.634	4.179245186517091e-211	18	109	ENSG00000152558
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000142937	RPS8	protein_coding	1.9119629967433223e-214	0.779816397	1	0.997	4.355642902880962e-210	6200	3810	ENSG00000142937
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000142541	RPL13A	protein_coding	7.069968469010213e-214	-1.017509503	0.98	0.996	1.6106095169252166e-209	1677	3381	ENSG00000142541
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000183486	MX2	protein_coding	7.437322046317049e-214	-5.58543051	0.047	0.461	1.6942963353714869e-209	4	119	ENSG00000183486
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136448	NMT1	protein_coding	7.986289650783325e-214	-2.823124856	0.401	0.739	1.8193566453449493e-209	34	141	ENSG00000136448
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000167118	URM1	protein_coding	1.0711118367682933e-213	1.6750508314537496	0.766	0.462	2.440099875341849e-209	154	57	ENSG00000167118
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143322	ABL2	protein_coding	7.073942255283208e-213	-2.287201946	0.337	0.701	1.6115147851760675e-208	38	185	ENSG00000143322
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000152137	HSPB8	protein_coding	1.3334428500766533e-212	5.052260928356115	0.319	0.025	3.037716156759624e-208	40	2	ENSG00000152137
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143621	ILF2	protein_coding	3.097633966631451e-212	1.4104261049215565	0.88	0.64	7.056719939383109e-208	367	148	ENSG00000143621
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000240972	MIF	protein_coding	4.5410701064696885e-212	1.170925767	0.956	0.869	1.0345011809548598e-207	1906	837	ENSG00000240972
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162244	RPL29	protein_coding	7.68669515814552e-212	0.83304242	0.998	0.975	1.751106023977131e-207	4733	3004	ENSG00000162244
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000108654	DDX5	protein_coding	3.974871101616683e-210	-1.314350121	0.899	0.952	9.055153856592965e-206	278	556	ENSG00000108654
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136888	ATP6V1G1	protein_coding	5.884232118430271e-209	0.862010244	0.958	0.812	1.3404869188996e-204	658	395	ENSG00000136888
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169714	CNBP	protein_coding	5.370703275417637e-208	0.911560681	0.944	0.78	1.2234999131728919e-203	454	280	ENSG00000169714
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000105655	ISYNA1	protein_coding	1.3191261880437456e-207	1.3969401225286298	0.85	0.522	3.005101368982457e-203	280	136	ENSG00000105655
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000123144	TRIR	protein_coding	2.771275581189066e-207	0.9835559126250715	0.935	0.761	6.313242901506811e-203	400	232	ENSG00000123144
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000109736	MFSD10	protein_coding	1.0496592285037564e-206	1.7219163084917968	0.812	0.516	2.3912286884544076e-202	173	66	ENSG00000109736
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000105372	RPS19	protein_coding	1.5505872819775306e-206	0.8128760480793655	0.998	0.981	3.532392887073012e-202	5346	3298	ENSG00000105372
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000113269	RNF130	protein_coding	4.494556650944127e-206	1.521675310692645	0.817	0.463	1.0239049506515815e-201	142	66	ENSG00000113269
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000157593	SLC35B2	protein_coding	8.747499048820582e-205	1.4874572847984937	0.799	0.489	1.9927677583118168e-200	193	67	ENSG00000157593
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163382	NAXE	protein_coding	1.3863836306139496e-204	1.2382945380741037	0.852	0.594	3.158320548901639e-200	276	138	ENSG00000163382
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000051596	THOC3	protein_coding	1.1669501062476526e-203	2.1205853715472163	0.57	0.201	2.6584290370427776e-199	64	17	ENSG00000051596
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000122592	HOXA7	protein_coding	2.0266274513140275e-203	3.413927701008471	0.34	0.037	4.616859996838486e-199	27	3	ENSG00000122592
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000106049	HIBADH	protein_coding	6.865122834763134e-202	1.4471804785162936	0.78	0.415	1.5639436329873896e-197	128	48	ENSG00000106049
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000062582	MRPS24	protein_coding	1.2885411477529451e-201	2.2738954952947097	0.498	0.133	2.935425588695984e-197	57	11	ENSG00000062582
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000147677	EIF3H	protein_coding	1.8183279024876554e-201	0.9765318311281346	0.938	0.766	4.1423327946571274e-197	597	330	ENSG00000147677
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000151366	NDUFC2	protein_coding	7.32927876611006e-198	-1.759386127	0.391	0.742	1.6696829957075327e-193	60	183	ENSG00000151366
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000110700	RPS13	protein_coding	5.280151081684467e-196	0.7133092546258846	0.992	0.982	1.2028712179185385e-191	2850	1737	ENSG00000110700
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143256	PFDN2	protein_coding	1.9691294697640915e-195	1.1133411391644756	0.896	0.684	4.485873845069577e-191	372	170	ENSG00000143256
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000258429	PDF	protein_coding	3.1216617531369913e-195	3.1838537063019334	0.349	0.044	7.11145763982138e-191	28	3	ENSG00000258429
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000149257	SERPINH1	protein_coding	6.0392440027448056e-195	1.571888891794821	0.877	0.628	1.3758001762652942e-190	432	161	ENSG00000149257
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000120675	DNAJC15	protein_coding	1.3346806178581144e-194	1.3596402731655433	0.82	0.548	3.0405359155425706e-190	198	75	ENSG00000120675
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000178035	IMPDH2	protein_coding	3.70590159671415e-194	1.2100100338278703	0.894	0.642	8.442414427474505e-190	335	173	ENSG00000178035
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000089220	PEBP1	protein_coding	2.0271669746647831e-193	1.1192129474187624	0.961	0.867	4.6180890849838425e-189	781	412	ENSG00000089220
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000184254	ALDH1A3	protein_coding	4.1369705318090605e-193	-3.130170757	0.125	0.529	9.424432568514221e-189	20	140	ENSG00000184254
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000174021	GNG5	protein_coding	7.518558000558537e-193	0.933800383	0.945	0.783	1.7128026981072404e-188	526	289	ENSG00000174021
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000055732	MCOLN3	protein_coding	1.0247581478787585e-191	-2.987661831	0.106	0.528	2.3345015366825997e-187	34	124	ENSG00000055732
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100902	PSMA6	protein_coding	1.830896749094056e-191	1.5912948644636111	0.661	0.267	4.170965884111169e-187	89	30	ENSG00000100902
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000261857	MIA	protein_coding	2.0516987573293115e-191	-2.417083828	0.439	0.754	4.673974939071904e-187	96	278	ENSG00000261857
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000078369	GNB1	protein_coding	3.4676974414115114e-191	-1.908982535	0.559	0.787	7.899761541279564e-187	57	172	ENSG00000078369
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000105364	MRPL4	protein_coding	6.261958683441675e-191	1.4469308383067372	0.798	0.512	1.426536807674848e-186	169	71	ENSG00000105364
