Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000010438	PRSS3	protein_coding	0.002597167	0.079732947	0.004	0.001	1	0	0	ENSG00000010438
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000125910	S1PR4	protein_coding	0.002599289	1.8866175905865834	0.004	0.001	1	0	0	ENSG00000125910
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000122224	LY9	protein_coding	0.002601414	1.44788431	0.004	0.001	1	0	0	ENSG00000122224
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000174599	TRAM1L1	protein_coding	0.002607338	0.08412366	0.066	0.046	1	4	3	ENSG00000174599
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169919	GUSB	protein_coding	0.002613847	-0.396004267	0.562	0.547	1	55	77	ENSG00000169919
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000178803	ADORA2A-AS1	lncRNA	0.002618984	-1.533020879	0	0.005	1	0	0	ENSG00000178803
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000166183	ASPG	protein_coding	0.002618984	-1.733535551	0	0.005	1	0	0	ENSG00000166183
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000229847	EMX2OS	lncRNA	0.002618984	-3.416779055	0	0.005	1	0	0	ENSG00000229847
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000141086	CTRL	protein_coding	0.002618984	-2.678119603	0	0.005	1	0	0	ENSG00000141086
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100253	MIOX	protein_coding	0.002618984	-3.248532408	0	0.005	1	0	0	ENSG00000100253
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000185133	INPP5J	protein_coding	0.002618984	-2.220637907	0	0.005	1	0	0	ENSG00000185133
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000228742	LINC02577	lncRNA	0.002618984	-2.385714014	0	0.005	1	0	0	ENSG00000228742
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000279873	LINC01126	lncRNA	0.002618984	-2.444279096	0	0.005	1	0	0	ENSG00000279873
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197632	SERPINB2	protein_coding	0.002618984	-4.593277634	0	0.005	1	0	2	ENSG00000197632
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000198883	PNMA5	protein_coding	0.002618984	-4.027899652	0	0.005	1	0	1	ENSG00000198883
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000150275	PCDH15	protein_coding	0.002618984	-2.379951556	0	0.005	1	0	1	ENSG00000150275
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000264954	PRR29-AS1	lncRNA	0.002618984	-3.622016665	0	0.005	1	0	0	ENSG00000264954
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000225877	PSG8-AS1	lncRNA	0.002618984	-3.803428496	0	0.005	1	0	0	ENSG00000225877
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000171561	OR2AT4	protein_coding	0.002618984	-2.180993873	0	0.005	1	0	0	ENSG00000171561
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000101162	TUBB1	protein_coding	0.002618984	-3.111432038	0	0.005	1	0	0	ENSG00000101162
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000223979	SMCR2	lncRNA	0.002618984	-1.78915066	0	0.005	1	0	0	ENSG00000223979
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163032	VSNL1	protein_coding	0.002618984	-3.426855938	0	0.005	1	0	0	ENSG00000163032
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000179363	TMEM31	protein_coding	0.002618984	-3.283638112	0	0.005	1	0	0	ENSG00000179363
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000090534	THPO	protein_coding	0.002618984	-1.944282568	0	0.005	1	0	0	ENSG00000090534
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000159650	UROC1	protein_coding	0.002618984	-2.931143576	0	0.005	1	0	0	ENSG00000159650
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000178750	STX19	protein_coding	0.002618984	-3.369954183	0	0.005	1	0	0	ENSG00000178750
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000198633	ZNF534	protein_coding	0.002618984	-2.011539851	0	0.005	1	0	0	ENSG00000198633
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000213420	GPC2	protein_coding	0.002625619	0.26005415036767543	0.109	0.083	1	8	6	ENSG00000213420
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102054	RBBP7	protein_coding	0.002629221	-0.055853925	0.649	0.554	1	77	89	ENSG00000102054
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000084733	RAB10	protein_coding	0.00263237	-0.289656477	0.656	0.621	1	69	93	ENSG00000084733
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000015475	BID	protein_coding	0.002644582	-0.272007821	0.226	0.266	1	24	31	ENSG00000015475
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117543	DPH5	protein_coding	0.002672589	-0.16189082	0.328	0.281	1	22	23	ENSG00000117543
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000271584	LINC02550	lncRNA	0.002691653	-1.945631119	0.029	0.045	1	2	3	ENSG00000271584
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000044115	CTNNA1	protein_coding	0.002692463	0.083993893	0.783	0.67	1	131	154	ENSG00000044115
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000010539	ZNF200	protein_coding	0.002700293	-0.043266069	0.187	0.153	1	11	11	ENSG00000010539
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000109066	TMEM104	protein_coding	0.00270185	-0.7196044	0.088	0.113	1	5	8	ENSG00000109066
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169255	B3GALNT1	protein_coding	0.00270354	-0.130251747	0.137	0.106	1	10	8	ENSG00000169255
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000157500	APPL1	protein_coding	0.002713984	-0.167929287	0.684	0.596	1	78	75	ENSG00000157500
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000205838	TTC23L	protein_coding	0.002725658	1.0824947981521627	0.024	0.013	1	1	1	ENSG00000205838
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000129472	RAB2B	protein_coding	0.002740985	-0.319700953	0.216	0.25	1	14	19	ENSG00000129472
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000131944	FAAP24	protein_coding	0.002766373	-0.980347031	0.074	0.098	1	4	7	ENSG00000131944
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000253559	OSGEPL1-AS1	lncRNA	0.00277724	0.30203933384054427	0.018	0.009	1	1	1	ENSG00000253559
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000213186	TRIM59	protein_coding	0.002784135	-2.494807854	0.011	0.023	1	1	2	ENSG00000213186
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100802	C14orf93	protein_coding	0.002786151	0.327773627	0.124	0.097	1	7	7	ENSG00000100802
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000123562	MORF4L2	protein_coding	0.002787375	-0.332977707	0.804	0.763	1	144	151	ENSG00000123562
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000110711	AIP	protein_coding	0.002791598	0.002446074	0.613	0.525	1	64	73	ENSG00000110711
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000250846	EPHA5-AS1	lncRNA	0.002792712	0.5970740075574419	0.049	0.033	1	3	2	ENSG00000250846
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000231607	DLEU2	lncRNA	0.002795199	0.002282037	0.185	0.151	1	13	12	ENSG00000231607
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000260372	AQP4-AS1	lncRNA	0.002800018	1.4092827485762136	0.011	0.004	1	1	0	ENSG00000260372
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000196459	TRAPPC2	protein_coding	0.002806104	-0.813611052	0.149	0.176	1	9	13	ENSG00000196459
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000280634	THRIL	lncRNA	0.00280856	-3.15151067	0.001	0.007	1	0	0	ENSG00000280634
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000175556	LONRF3	protein_coding	0.002809037	-2.407255646	0.002	0.009	1	0	1	ENSG00000175556
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000188761	BCL2L15	protein_coding	0.002811339	-2.785089956	0.001	0.007	1	0	0	ENSG00000188761
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000118407	FILIP1	protein_coding	0.002816193	-2.260211957	0.009	0.019	1	0	1	ENSG00000118407
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000112357	PEX7	protein_coding	0.002837179	-0.574347804	0.08	0.105	1	5	7	ENSG00000112357
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000112218	GPR63	protein_coding	0.002841725	-1.511768229	0.002	0.009	1	0	1	ENSG00000112218
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000090612	ZNF268	protein_coding	0.00284211	0.2382528179345611	0.192	0.158	1	13	12	ENSG00000090612
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000135870	RC3H1	protein_coding	0.002842801	-0.154421372	0.509	0.444	1	47	43	ENSG00000135870
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000185298	CCDC137	protein_coding	0.002846531	0.010851201279365563	0.405	0.35	1	32	36	ENSG00000185298
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000160471	COX6B2	protein_coding	0.002847705	-1.410419105	0.001	0.007	1	0	0	ENSG00000160471
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000196159	FAT4	protein_coding	0.002852282	-1.755090517	0.006	0.016	1	0	1	ENSG00000196159
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000167037	SGSM1	protein_coding	0.002857568	-1.697717997	0.001	0.007	1	0	0	ENSG00000167037
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000218336	TENM3	protein_coding	0.002862546	-0.245838604	0.068	0.091	1	4	8	ENSG00000218336
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162222	TTC9C	protein_coding	0.002871471	-0.21681436	0.358	0.309	1	25	25	ENSG00000162222
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000084444	FAM234B	protein_coding	0.002883396	0.65303032	0.057	0.039	1	3	2	ENSG00000084444
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000137393	RNF144B	protein_coding	0.002884856	0.4850991230573749	0.109	0.085	1	6	7	ENSG00000137393
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162746	FCRLB	protein_coding	0.002885315	0.14712960701038202	0.117	0.09	1	7	6	ENSG00000162746
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000054148	PHPT1	protein_coding	0.002887721	0.044587103	0.833	0.731	1	272	253	ENSG00000054148
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000010310	GIPR	protein_coding	0.002890791	-1.593019585	0.002	0.009	1	0	1	ENSG00000010310
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000196517	SLC6A9	protein_coding	0.002895574	0.016169826181221758	0.062	0.043	1	3	3	ENSG00000196517
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000101596	SMCHD1	protein_coding	0.002899951	-0.143170618	0.617	0.605	1	77	93	ENSG00000101596
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164924	YWHAZ	protein_coding	0.002900364	0.010443215	0.961	0.899	1	462	486	ENSG00000164924
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100139	MICALL1	protein_coding	0.002906685	-0.405527582	0.146	0.177	1	9	14	ENSG00000100139
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000088538	DOCK3	protein_coding	0.002907287	-2.874136618	0.001	0.006	1	0	0	ENSG00000088538
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000176692	FOXC2	protein_coding	0.002908875	-3.221652988	0.001	0.006	1	0	1	ENSG00000176692
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000231646	FSIP2-AS1	lncRNA	0.002913644	-2.766806599	0.001	0.006	1	0	0	ENSG00000231646
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000233672	RNASEH2B-AS1	lncRNA	0.002916381	0.4686778843679438	0.016	0.007	1	1	0	ENSG00000233672
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000063587	ZNF275	protein_coding	0.002917947	-0.847890894	0.145	0.17	1	9	13	ENSG00000063587
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000002016	RAD52	protein_coding	0.00291913	0.5774325469075139	0.096	0.073	1	5	5	ENSG00000002016
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000124422	USP22	protein_coding	0.002923385	-0.257712435	0.696	0.655	1	84	111	ENSG00000124422
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000146070	PLA2G7	protein_coding	0.002924347	-0.102190626	0.002	0.009	1	0	1	ENSG00000146070
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000143793	C1orf35	protein_coding	0.002934958	-0.071022411	0.541	0.473	1	52	56	ENSG00000143793
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000073605	GSDMB	protein_coding	0.002937816	-1.133744939	0.014	0.027	1	1	2	ENSG00000073605
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136048	DRAM1	protein_coding	0.002949234	0.3571071104160892	0.132	0.105	1	10	8	ENSG00000136048
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000262576	PCDHGA4	protein_coding	0.002960955	2.101489636824957	0.011	0.004	1	1	0	ENSG00000262576
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000226328	NUP50-DT	lncRNA	0.002963514	-0.798298066	0.104	0.13	1	6	10	ENSG00000226328
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000114520	SNX4	protein_coding	0.002971434	-0.046405098	0.447	0.391	1	36	36	ENSG00000114520
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000198355	PIM3	protein_coding	0.003001087	0.07268998	0.457	0.407	1	55	56	ENSG00000198355
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130713	EXOSC2	protein_coding	0.003018166	0.1407126000537442	0.295	0.258	1	22	23	ENSG00000130713
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000260456	C16orf95	protein_coding	0.003036392	-0.004043145	0.07	0.049	1	4	3	ENSG00000260456
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162543	UBXN10	protein_coding	0.003037379	-0.677978952	0.019	0.033	1	1	2	ENSG00000162543
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197702	PARVA	protein_coding	0.003038918	-0.542977314	0.556	0.516	1	50	77	ENSG00000197702
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000022267	FHL1	protein_coding	0.003045731	0.21189928450771722	0.133	0.105	1	11	10	ENSG00000022267
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163961	RNF168	protein_coding	0.003048393	1.2625719698489606	0.272	0.316	1	100	29	ENSG00000163961
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000160588	MPZL3	protein_coding	0.003060715	-2.3497513	0.009	0.02	1	1	1	ENSG00000160588
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000256128	LINC00944	lncRNA	0.003064588	-2.56442316	0.008	0.017	1	0	1	ENSG00000256128
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162620	LRRIQ3	protein_coding	0.003075429	-0.604032668	0.047	0.067	1	3	5	ENSG00000162620
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000077684	JADE1	protein_coding	0.003092663	-0.615560001	0.348	0.367	1	29	37	ENSG00000077684
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000091536	MYO15A	protein_coding	0.003094706	-1.221808139	0.006	0.016	1	0	1	ENSG00000091536
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000235453	SMIM27	protein_coding	0.003101741	-0.992744559	0.142	0.168	1	9	12	ENSG00000235453
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000095261	PSMD5	protein_coding	0.003122635	-0.496484031	0.236	0.269	1	15	21	ENSG00000095261
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000134138	MEIS2	protein_coding	0.003133737	-0.602735733	0.37	0.382	1	30	46	ENSG00000134138
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000139675	HNRNPA1L2	protein_coding	0.003148382	0.2465680856271213	0.059	0.041	1	3	2	ENSG00000139675
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000165630	PRPF18	protein_coding	0.003160689	-0.146487003	0.211	0.176	1	12	12	ENSG00000165630
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000028839	TBPL1	protein_coding	0.003168909	0.17302493955069487	0.223	0.187	1	14	14	ENSG00000028839
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000198081	ZBTB14	protein_coding	0.00317026	-1.105027034	0.107	0.133	1	6	9	ENSG00000198081
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000129696	TTI2	protein_coding	0.003185638	0.034271764	0.196	0.165	1	12	12	ENSG00000129696
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000177432	NAP1L5	protein_coding	0.00318708	-0.151218315	0.113	0.087	1	7	6	ENSG00000177432
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197046	SIGLEC15	protein_coding	0.003189113	-1.364802648	0.005	0.014	1	0	1	ENSG00000197046
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000124383	MPHOSPH10	protein_coding	0.003200077	0.003641078	0.607	0.523	1	64	74	ENSG00000124383
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000086475	SEPHS1	protein_coding	0.003200195	-0.474354285	0.185	0.217	1	12	17	ENSG00000086475
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000168491	CCDC110	protein_coding	0.003228549	-0.632381821	0.044	0.063	1	2	4	ENSG00000168491
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000110799	VWF	protein_coding	0.00323397	-2.348381041	0.005	0.013	1	0	1	ENSG00000110799
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000168621	GDNF	protein_coding	0.003235523	-0.930099717	0.096	0.119	1	7	15	ENSG00000168621
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102109	PCSK1N	protein_coding	0.003241867	-0.166244498	0.079	0.105	1	7	11	ENSG00000102109
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000119927	GPAM	protein_coding	0.003260477	-0.28234072	0.143	0.177	1	9	13	ENSG00000119927
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163376	KBTBD8	protein_coding	0.003274107	-1.633084436	0.004	0.013	1	0	1	ENSG00000163376
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000068885	IFT80	protein_coding	0.00327924	-0.654513213	0.14	0.167	1	8	12	ENSG00000068885
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000148660	CAMK2G	protein_coding	0.003279589	-0.426182256	0.131	0.16	1	8	12	ENSG00000148660
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000160888	IER2	protein_coding	0.003280166	-0.360412492	0.695	0.652	1	193	303	ENSG00000160888
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130830	MPP1	protein_coding	0.003291767	0.29802305963248354	0.195	0.166	1	12	12	ENSG00000130830
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000187987	ZSCAN23	protein_coding	0.003292354	0.031081484917240942	0.034	0.021	1	2	1	ENSG00000187987
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169857	AVEN	protein_coding	0.003301217	-0.557193886	0.128	0.157	1	9	12	ENSG00000169857
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000156234	CXCL13	protein_coding	0.003301492	2.8277217096748206	0.005	0.001	1	0	0	ENSG00000156234
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100401	RANGAP1	protein_coding	0.003310388	-0.368617047	0.253	0.287	1	18	27	ENSG00000100401
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000133835	HSD17B4	protein_coding	0.003321306	0.054457323	0.399	0.356	1	32	36	ENSG00000133835
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000147138	GPR174	protein_coding	0.003325689	3.283072686637974	0.005	0.001	1	0	0	ENSG00000147138
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130363	RSPH3	protein_coding	0.003328292	-0.620737019	0.118	0.144	1	7	10	ENSG00000130363
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000100372	SLC25A17	protein_coding	0.003330279	-0.02571693	0.329	0.284	1	23	25	ENSG00000100372
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000139988	RDH12	protein_coding	0.003333089	-2.307508505	0.002	0.008	1	0	0	ENSG00000139988
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000185338	SOCS1	protein_coding	0.003354908	-0.571041899	0.063	0.085	1	4	7	ENSG00000185338
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000227630	LINC01132	lncRNA	0.00336201	-1.920277913	0.002	0.008	1	0	1	ENSG00000227630
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000120539	MASTL	protein_coding	0.003363668	-0.734143807	0.075	0.098	1	6	9	ENSG00000120539
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000175600	SUGCT	protein_coding	0.003368291	-1.126391848	0.09	0.114	1	5	9	ENSG00000175600
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000250682	LINC00491	lncRNA	0.003375789	-0.878603949	0.002	0.008	1	0	1	ENSG00000250682
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000113070	HBEGF	protein_coding	0.00339123	0.1493836535985147	0.188	0.155	1	14	16	ENSG00000113070
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000131435	PDLIM4	protein_coding	0.003395568	-0.573837761	0.24	0.19	1	32	65	ENSG00000131435
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000258890	CEP95	protein_coding	0.003400436	-0.510403152	0.339	0.363	1	26	34	ENSG00000258890
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000095777	MYO3A	protein_coding	0.003411954	-0.855241073	0.031	0.047	1	2	4	ENSG00000095777
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000146802	TMEM168	protein_coding	0.003412226	-0.715286923	0.306	0.324	1	21	29	ENSG00000146802
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000147642	SYBU	protein_coding	0.003413301	-0.912487655	0.008	0.017	1	0	1	ENSG00000147642
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000101343	CRNKL1	protein_coding	0.003417137	-0.158555081	0.416	0.362	1	31	32	ENSG00000101343
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000254087	LYN	protein_coding	0.003440376	-0.520367165	0.052	0.072	1	3	6	ENSG00000254087
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000165495	PKNOX2	protein_coding	0.003447379	-0.204678133	0.268	0.226	1	18	18	ENSG00000165495
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000006757	PNPLA4	protein_coding	0.003466359	-0.568284634	0.332	0.352	1	25	33	ENSG00000006757
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000175166	PSMD2	protein_coding	0.003474606	-0.291539879	0.75	0.682	1	113	149	ENSG00000175166
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000112039	FANCE	protein_coding	0.003481231	-0.968853263	0.053	0.073	1	3	5	ENSG00000112039
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000179399	GPC5	protein_coding	0.003496491	1.1682856499910574	0.01	0.003	1	0	0	ENSG00000179399
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164117	FBXO8	protein_coding	0.003501015	-0.086612199	0.191	0.158	1	11	11	ENSG00000164117
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000245275	SAP30L-AS1	lncRNA	0.003504227	0.39868859982256666	0.017	0.008	1	1	1	ENSG00000245275
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000174808	BTC	protein_coding	0.003510238	-3.442251885	0	0.005	1	0	1	ENSG00000174808
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000178363	CALML3	protein_coding	0.003510238	-3.997813874	0	0.005	1	0	0	ENSG00000178363
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000108602	ALDH3A1	protein_coding	0.003510238	-2.539431693	0	0.005	1	0	0	ENSG00000108602
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000125999	BPIFB1	protein_coding	0.003510238	-2.104259602	0	0.005	1	0	0	ENSG00000125999
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000004948	CALCR	protein_coding	0.003510238	-2.874267881	0	0.005	1	0	0	ENSG00000004948
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000111339	ART4	protein_coding	0.003510238	-3.26053641	0	0.005	1	0	1	ENSG00000111339
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000151834	GABRA2	protein_coding	0.003510238	-3.056131464	0	0.005	1	0	0	ENSG00000151834
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000135333	EPHA7	protein_coding	0.003510238	-2.856310016	0	0.005	1	0	0	ENSG00000135333
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197721	CR1L	protein_coding	0.003510238	-1.942980216	0	0.005	1	0	0	ENSG00000197721
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000158815	FGF17	protein_coding	0.003510238	-2.476583574	0	0.005	1	0	0	ENSG00000158815
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000147647	DPYS	protein_coding	0.003510238	-2.203961973	0	0.005	1	0	0	ENSG00000147647
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000157851	DPYSL5	protein_coding	0.003510238	-3.395585829	0	0.005	1	0	0	ENSG00000157851
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000177757	FAM87B	lncRNA	0.003510238	-1.721815518	0	0.005	1	0	0	ENSG00000177757
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000121905	HPCA	protein_coding	0.003510238	-2.261391433	0	0.005	1	0	0	ENSG00000121905
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000235385	LINC02154	lncRNA	0.003510238	-2.486820632	0	0.005	1	0	0	ENSG00000235385
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000245870	LINC00682	lncRNA	0.003510238	-3.109306831	0	0.005	1	0	0	ENSG00000245870
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000224259	LINC01133	lncRNA	0.003510238	-3.291747351	0	0.005	1	0	0	ENSG00000224259
